id,Main_Category,Is_Successful,Rounds,People,Days,Sub_Category,Content,Keywords,KG_Paths,Explanation
10200053,Criminal,Successful,2,5,13,Traffic Accident,"On July 16, 2011, [name] was riding a bicycle and had a car accident with [name] riding a motorcycle with [license plate] in front of No. 203, Section 2, Jinhua Road, Nan District, Tainan City.",bicycle motorcycle,,
10200054,Criminal,Successful,1,9,8,Traffic Accident,"At 7:35 on December 26, 101, [Name] was driving a [private passenger car] owned by him with [license plate] at the intersection of Kaiyuan Road and Linsen Road in Tainan City's North District. He and [Name] were riding a motorcycle owned by [name] with [license plate] and had a car accident. Both parties' cars were damaged, and [name] and [name] were injured.","Private passenger car, motorcycle, vehicle damage, injury",,
10200057,Criminal,Successful,1,2,9,Traffic Accident,"At about 14:00 on June 16, 2011, [Name] was driving a personal passenger car owned by him [license plate]. At the intersection of Wenxian 1st Road and Wenxian 1st Road 182, North District, Tainan City, he and [name] were riding in a car accident in a personal passenger car owned by [license plate]. Both vehicles were damaged.",Private passenger car damaged,,
10200058,Criminal,Successful,1,2,5,Traffic Accident,"At 13:41 on September 3, 2011, [name] was driving a minivan owned by Su Meiling [license plate] at the intersection of Linsen Road Section 1 and Chongming Road, East District, Tainan City, and [name] was riding a motorcycle owned by Qiu Kunming [license plate] and had a car accident, and [name] was injured.","Injured from passenger truck, motorcycle",,
10200059,Criminal,Unsuccessful,2,2,10,Property Damage,"In mid-June of the Republic of China, a renovation project was carried out on the house (owner [name]) at No. 32, Lane 76, Section 4, Changrong Road, North District, Tainan City. This caused many damages to [Name]’s house at No. 34, Lane 76, Section 4, Changrong Road, North District, Tainan City, leading to a dispute between the two parties.",Renovation Damage Report Referral to Mediation,ENTITY_District Inspection Referral->ENTITY_Heritage->CASE_10400289->DETAIL_District Inspection Referral->CASE_10100381->OUTCOME_10100381_Establishment | ENTITY_Tell->ENTITY_Injury dispute->ENTITY_Apply for mediation->ENTITY_Rent arrears->CASE_9800474->OUTCOME_9800474_Established,"Since both parties reached a consensus on the cost sharing of the renovation project and demonstrated sincerity and cooperation during the mediation process, mediation was established."
10200061,Criminal,Successful,4,3,53,Traffic Accident,"At 14:30 on October 30, 2019, [name] drove a minivan owned by [name] with [license plate]. In front of No. 21, Lane 396, Wenxian 2nd Street, North District, Tainan City, he and [name] rode a motorcycle owned by [license plate] and had a car accident. Both parties' vehicles were damaged and [name] was injured.","Passenger truck, motorcycle, vehicle damage, injury",,
10200063,Civil,Successful,1,7,8,Sales & Lease,"[Name] was entrusted by the owner [Name] to entrust [Company] ([Name]) to sign a full-time entrusted sales contract and a consent form to change the contents of the sales contract on July 8, 2011, entrusting the sale of all [Name]’s buildings on the 13th floor of No. 12, Section 1, Zhonghua East Road, East District, Tainan City (Building No.: Dongguang Section 03106-000, 1/1 of the scope of rights) and Regarding land (No. 0051-0008, Dongguang Section, East District, Tainan City, scope of rights 492/100000), within 3 months after the expiration of the exclusive entrustment sales contract, the house was sold privately with the client whom the claimant had brokered on October 17, 2011. According to Article 11 of the exclusive entrustment sales contract, the claimant’s intermediary remuneration should be paid, so the claim was submitted for mediation.","Full-time entrusted sales, expiry, transaction, intermediary remuneration, application for mediation",ENTITY_Apply for mediation->ENTITY_civil (property)->ENTITY_Safety deposit box->CASE_10400400->DETAIL_civil (property)->CASE_9800243->OUTCOME_9800243_Establishment | ENTITY_Civil (Property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Prosecutor’s Referral->CASE_9900409->OUTCOME_9900409_Establishment | ENTITY_Civil (Property)->ENTITY_Safety Box->CASE_10400400->DETAIL_Civil (Property)->CASE_10300417->OUTCOME_10300417_Establishment | ENTITY_Apply for mediation->ENTITY_Civil (property)->ENTITY_House->ENTITY_Mediation->CASE_10400144->OUTCOME_10400144_Established | ENTITY_Civil (Property)->ENTITY_Safety Box->CASE_10400400->DETAIL_Civil (Property)->CASE_10700073->OUTCOME_10700073_Established,"The two parties had different views on the expiration of the entrusted sales period and the completion of the transaction, as well as the calculation of the intermediary remuneration, which led to disagreements during the mediation process. However, after clarifying the facts, the two parties were able to communicate rationally and reach a consensus on a fair and reasonable plan, so the mediation was established."
10200065,Civil,Successful,2,6,7,Land & Building,"On December 3, 2010, a real estate entrustment was signed with the claimant [name] to sell the building at No. 173 Dade Street, Nan District, Tainan City (1/1 of the scope of rights) and the land (No. 0027-0018, Cheng Section, Nan District, rights Range 2/3), because the owner [name] was illiterate, he signed a contract with his consent, sealed it with his personal seal, and started selling. The buyer [name] appeared on December 4, 101, and the bid of 4.1 million reached the owner's selling price.","Real estate full-time entrustment, non-performance of contract, buyer's bid, and house owner's entrusted selling price",ENTITY_Land and Buildings->ENTITY_Civil (property)->ENTITY_House->ENTITY_Mediation->CASE_10100361->OUTCOME_10100361_Not established | ENTITY_Land and buildings->ENTITY_civil (property)->ENTITY_debt->ENTITY_turnover->CASE_10100149->OUTCOME_10100149_not established | ENTITY_Civil (Property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Prosecutor’s Referral->CASE_10600646->OUTCOME_10600646_Not Established | ENTITY_Land and Buildings->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Compensation->CASE_10200208->OUTCOME_10200208_Not established | ENTITY_Non-performance of the contract->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Mediation->CASE_10400198->OUTCOME_10400198_Not established,"Due to the large gap in understanding between the two parties about the rights and interests of the real estate entrustment, and the large difference between the buyer's bid and the owner's consignment price, the two parties were unable to reach a consensus, so the mediation was ultimately unsuccessful."
10200066,Criminal,Successful,1,2,8,Sales & Lease,"The dispute between the two is as follows: [Name] stated that he rented a stall outside his home to [Name], and then [Name] verbally informed [Name] that he would not renew the lease. On October 15, 2019, he removed the water meter. [Name] filed a lawsuit. The Prosecutor's Office of the Tainan District Court in Taiwan is investigating the damage case No. 4616 of 2016.","Non-renewal of lease, removal of water meter, complaint, damage",ENTITY_Report->ENTITY_civil (property)->ENTITY_payment->CASE_10200016->OUTCOME_10200016_not established | ENTITY_non-renewal->ENTITY_civil (property)->ENTITY_heritage->ENTITY_land->CASE_9900033->OUTCOME_9900033_not established | ENTITY_Complaint->ENTITY_Civil (Property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Prosecutor’s Referral->CASE_10601057->OUTCOME_10601057_Not Established | ENTITY_District Prosecutor's Referral->ENTITY_Heritage->CASE_10400400->DETAIL_Civil (Property)->CASE_10300649->OUTCOME_10300649_Not Established | ENTITY_Sale and Lease->ENTITY_Civil (property)->ENTITY_Mediation->CASE_10500395->OUTCOME_10500395_Not established,"Since the two parties had different opinions on the burden of the water meter removal costs and subsequent repair costs, and the plaintiff had filed a damage complaint against the defendant, the mediation process was very difficult, and ultimately the mediation was unsuccessful."
10200067,Criminal,Unsuccessful,1,2,8,Traffic Accident,"At 13:30 on September 16, 2011, [name] was riding a motorcycle with [license plate] and had a car accident with [name] riding a bicycle at Lane 247, Section 2, Beimen Road, North District, Tainan City. Both parties' bikes were damaged and [name] was injured.",motorcycle bicycle injured,,
10200068,Criminal,Successful,1,2,0,Harassment,"At 14:15 on November 29, 2019, [Name] suddenly reached out and touched [Name]’s chest at Xiaokang Park, No. 17, Shijian Street, North District, Tainan City. The two parties got into a dispute, and [Name] filed a lawsuit.","Xiaokang Park Reach out, touch, dispute, file a complaint, request for mediation",ENTITY_reach out->ENTITY_District Prosecutor's referral->ENTITY_infringement->ENTITY_reconciliation->CASE_10300045->OUTCOME_10300045_established | ENTITY_claim for mediation->ENTITY_civil (property)->ENTITY_housing->ENTITY_mediation->CASE_10400156->OUTCOME_10400156_established | ENTITY_reach out->ENTITY_local inspection referral->ENTITY_damage->ENTITY_house demolition->CASE_10400485->OUTCOME_10400485_established | ENTITY_Dispute->ENTITY_Heritage->CASE_10400289->DETAIL_District Prosecutor’s Referral->CASE_9900366->OUTCOME_9900366_Established,"There is a huge difference in understanding between the Xiaokang Park Management Committee and the residents regarding the boundaries of reaching out and touching, which has caused disputes between the two parties. During the mediation process, both parties expressed their willingness to seek reconciliation and abide by relevant legal regulations, so it was deduced that the mediation was established."
10200069,Criminal,Successful,1,2,0,Infringement,"At 14:15 on November 29, 2019, [Name] suddenly reached out to touch [Name]’s chest in Xiaokang Park, No. 17, Shiki Street, North District, Tainan City. When [Name] stopped him, he was pushed down and injured by [Name]. The two parties settled a separate case of forced indecency.","Pushing hands, reaching out, touching, chest, stopping, injury, forced molestation, reconciliation, medical expenses, request for mediation",ENTITY_Injury dispute->ENTITY_inheritance->ENTITY_infringement->ENTITY_passenger car->CASE_9900366->OUTCOME_9900366_established | ENTITY_infringement->ENTITY_inheritance->ENTITY_civil (property)->ENTITY_mediation->CASE_10400186->OUTCOME_10400186_established | ENTITY_Injury dispute->ENTITY_Inheritance->CASE_10400400->DETAIL_Civil (property)->CASE_10400156->OUTCOME_10400156_Establishment | ENTITY_Touch->ENTITY_District Inspection Referral->ENTITY_House->ENTITY_Mediation->CASE_10100063->OUTCOME_10100063_Establishment | ENTITY_Touch->ENTITY_District Inspection Referral->ENTITY_Heritage->CASE_10400289->DETAIL_District Inspection Referral->CASE_9800214->OUTCOME_9800214_Established,"Since the two parties had different perceptions of the seriousness of the injury, and the plaintiff had doubts about whether the defendant's restraining behavior constituted forced indecency, the two parties were unable to reach a consensus, so the mediation was unsuccessful."
10200070,Criminal,Successful,1,3,10,Traffic Accident,"At 7:24 on November 26, 2011, [name], riding a motorcycle owned by him [license plate], had a car accident with [name] riding a motorcycle owned by [name], [license plate], in front of No. 32, Lane 69, Wusheng Road, North District, Tainan City, causing damage to both vehicles and injuries.",Motorcycle damage and injuries,,
10200071,Criminal,Unsuccessful,2,3,41,Traffic Accident,"At 19:10 on December 7, 2019, [Name] was driving a passenger car owned by [License Plate] for his own use. At the intersection of Section 2 of Hewei Road and Yuxian Road, North District, Tainan City, he and [Name] were riding a passenger car owned by [License Plate] in Jiangtianshan and had a car accident.",Private passenger car A car accident occurred in a private passenger car,,
10200073,Criminal,Successful,2,5,56,Traffic Accident,"At 14:40 on September 6, 101, [name] was riding a motorcycle owned by [name] with [license plate]. They were involved in a car accident with [name] riding a motorcycle owned by [name] with [license plate] at the intersection of Beimen Road Section 3 and Lane 39, Shijian Street, Lane 31, North District, Tainan City. Both vehicles were damaged and people were injured.","Locomotive at Tainan exit, causing damage to both vehicles and injuries",,
10200074,Criminal,Successful,1,2,8,Traffic Accident,"At 13:10 on November 20, 2011, [name] was riding a motorcycle owned by [name] with [license plate]. In front of No. 34, Lane 485, Kaiyuan Road, North District, Tainan City, he and [name] were riding a motorcycle with [license plate] and had a car accident. Both vehicles were damaged and people were injured.",Motorcycle damage and injuries,,
10200078,Criminal,Successful,2,3,45,Traffic Accident,"At 7:55 on August 1, 2019, [Name] was riding a motorcycle owned by him with [license plate]. On the west side of Lane 230, Section 5, Fu'an Road, Annan District, Tainan City, he and [name] were riding a motorcycle owned by [name] with [license plate] and had a car accident. Both vehicles were damaged and people were injured.",There were injuries on both sides of the locomotive on the west side,,
10200079,Criminal,Successful,4,3,41,Traffic Accident,"At 16:38 on October 6, 2018, [name] was driving a personal passenger car owned by [company] with [license plate]. In front of No. 6-3, Section 5, Changrong Road, North District, Tainan City, he and [name] were riding a motorcycle owned by [name] with [license plate] and had a car accident. Both parties' cars were damaged and [name] was injured.",Company-owned passenger car and motorcycle damaged and injured,,
10200081,Criminal,Successful,1,4,5,Traffic Accident,"At 20:10 on October 15, 2019, [Name], riding a motorcycle owned by him [License Plate] and carrying [Name], had a car accident with [Name] riding a motorcycle owned by a third person [License Plate] at the intersection of Kainan Street and Kainan Street, North District, Tainan City.",Locomotive mounted locomotive injured,,
10200082,Criminal,Successful,1,2,25,Labor Dispute,"[Name] and [Name] are colleagues. At about 8:30 on October 19, 2019, at the construction site of Yiping and Kangkang 2nd Street, Anping District, Tainan City, there was an argument over wages. [Name] beat [Name] with his bare hands, causing [Name] to suffer scalp contusion and concussion, forehead and calf friction, and right knee sprain.",Colleagues Salary Argument Assault Injury,ENTITY_quarrel->ENTITY_injury dispute->ENTITY_infringement->ENTITY_obstruction of reputation->CASE_10600792->OUTCOME_10600792_established | ENTITY_Injury->ENTITY_Civil(Property)->ENTITY_Safety Box->CASE_10400400->DETAIL_Civil(Property)->CASE_10700073->OUTCOME_10700073_Establishment | ENTITY_quarrel->ENTITY_injury dispute->ENTITY_infringement->ENTITY_damage compensation->CASE_10600126->OUTCOME_10600126_established | ENTITY_assault->ENTITY_infringement->ENTITY_district prosecutor’s referral->ENTITY_purchase from others->CASE_9900282->OUTCOME_9900282_established,"Due to high work pressure and long time spent together, as well as the fact that both parties have emotional control problems, verbal conflicts occur between colleagues at work, which then evolve into physical conflicts, resulting in injuries. Since both parties were regretful and the company was willing to assist in the matter, it was deduced that mediation was established."
10200083,Criminal,Successful,3,2,35,Infringement,"[Name] and [Name] are husband and wife. On October 31, 2019, [Name] had a dispute with [Name] over the cost of her daughter’s education at No. 53, Lane 799, Wenshen Road, North District, Tainan City. [Name] therefore used her left arm to hold [Name] hard, and [Name] tried to break free and bit [Name]’s arm. Both of them were injured.","Husband and wife, education expenses, dispute, left arm, break free, bitten",ENTITY_Infringement->ENTITY_Inheritance->ENTITY_Civil (property)->ENTITY_Mediation->CASE_10300348->OUTCOME_10300348_Established | ENTITY_Education Expenses->ENTITY_Injury Dispute->ENTITY_Infringement->ENTITY_Damages->CASE_10500777->OUTCOME_10500777_Established | ENTITY_education expenses->ENTITY_injury dispute->ENTITY_infringement->ENTITY_puppy->CASE_10600760->OUTCOME_10600760_established | ENTITY_dispute->ENTITY_civil (property)->ENTITY_damage->ENTITY_daughter->CASE_9900200->OUTCOME_9900200_established | ENTITY_Dispute->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Damage->CASE_10500301->OUTCOME_10500301_Established,"The husband and wife had different views on their children’s education expenses, which led to disputes over the payment method and amount. The plaintiff’s left arm was bitten by the defendant, causing physical injuries. However, the case was still mainly a civil property dispute. Considering the differences between the two parties regarding the children’s education expenses, and the extent of the injuries suffered by the plaintiff, it was recommended that mediation be established."
10200088,Criminal,Successful,1,2,9,Traffic Accident,"At 12:20 on September 26, 101, [Name] was riding a motorcycle owned by a third person with [license plate]. At the intersection of Haian Road and Chenggong Intersection in North District, Tainan City, he and [name] were driving a personal passenger car owned by [name] with [license plate]. They had a car accident. Both parties' cars were damaged and [name] was injured.","Motorcycle, private passenger car, vehicle damage, injury",,
10200089,Criminal,Successful,1,3,9,Traffic Accident,"At 20:25 on October 14, 2019, [Name] was riding a motorcycle owned by him [license plate]. At the intersection of Section 4 of Ximen Road and Bei'an Road, North District, Tainan City, he and [Name] drove a personal passenger car owned by [name] [license plate] and had a car accident. Both parties' cars were damaged and [name] was injured.","Motorcycle, private passenger car, vehicle damage, injury",,
10200091,Civil,Successful,2,4,31,Traffic Accident,"At 2:20 on December 21, 2011, [Name] drove a car owned by [Company] with [License Plate] and hit [Name]’s personal passenger car with [License Plate] parked in front of No. 639 Park Road, North District, Tainan City.",Company-owned passenger cars for personal use,,
10200100,Criminal,Unsuccessful,1,5,5,Traffic Accident,"At about 5 minutes on October 6, 2019, [Name] drove a private passenger car with [license plate] number. He did not keep close to the roadside and parked on the local motorbike priority lane in front of No. 295, Section 1, Anhe Road, Annan District, Tainan City. [Name] rode a motorcycle with [license plate] from Anhe Road. No. 295 was driving into a section of Anhe Road and was about to cross the road to the opposite side. [Name] was riding (with [Name] behind him) traveling from north to south along a section of Anhe Road. The motorcycle No. [license plate] collided, causing [Name], [Name], and [Name] to be injured, and the two motorcycles were damaged.",Driving Parked Collision Injured Damaged,,
10200101,Criminal,Successful,3,5,58,Traffic Accident,"At 6:40 on December 20, 2011, [name] was riding a motorcycle with [license plate] and had a car accident with [name] riding a motorcycle with [license plate] at the intersection of Kaiyuan Road and Changrong Road, North District, Tainan City. [Name] was injured in a car accident and [Name] was injured.","Motorcycle, car damage, personal injury, injury",,
10200102,Criminal,Unsuccessful,2,2,65,Traffic Accident,"At 17:50 on May 25, 101, [Name] drove a commercial passenger car with [License Plate]. On the north side of Beimen Road Railway Station in North District, Tainan City, he and [Name] were riding a motorcycle with [License Plate] and had a car accident. [Name] was injured.",Commercial passenger car and motorcycle injured,,
10200103,Civil,Successful,1,4,6,Traffic Accident,"At 18:35 on January 18, 2020, [Name] drove [Name]’s personal passenger car with [License Plate] at No. 15, Xiaodong Road, North District, Tainan City. The third person [Name] drove a police car with [License Plate] and a police car with [License Plate] that was parked in front of a red light. The third person [Name] drove a police car with [License Plate] and pushed forward [Name] who was also waiting at a red light and drove a commercial passenger car with [License Plate]. The three cars were damaged and no one was injured.",Collided into a police car parked in front of the car and was pushed forward by a third person waiting at a red light. Same thing.,,
10200104,Criminal,Successful,4,8,55,Traffic Accident,"At 9:00 on September 5, 101, [Name] was driving a commercial freight truck with [License Plate]. At the intersection of Jun'an Road and Anhe Road, Annan District, Tainan City, he and [Name] were riding a motorcycle owned by him [License Plate] and had a car accident. [Name]'s car was damaged and people were injured.","Business freight guide, locomotive, vehicle damage and casualties",,
10200105,Criminal,Successful,4,3,1,Traffic Accident,"At 18:20 on October 11, 2019, [name] drove a personal passenger car with [license plate]. At No. 149, Yude Road, North District, Tainan City, he and [name] were involved in a car accident while riding a motorcycle owned by him [license plate]. [Name] was injured.",Private passenger car and motorcycle injured,,
10200107,Civil,Unsuccessful,1,8,17,Sales & Lease,"Cai Qiu Xiuhe signed a real estate entrustment with the claimant [company] on December 3, 2011, entrusting the sale of the building at No. 173 Dade Street, South District, Tainan City (1/1 of the scope of rights) and the land (No. 0027-0018, Cheng Section, South District, scope of rights 3 2/2), because the owner [name] was illiterate, he signed a contract with his consent, sealed it with his personal seal, and started selling. On December 4, 101, the buyer [name] showed up, and the bid of 4.1 million reached the selling price entrusted by the owner, but the owner did not fulfill the contract.","Cai Qiu Xiuhe, illiterate, entrusted sales, owner, non-performance of contract, buyer, bid, mediation",ENTITY_Offer->ENTITY_Civil (property)->ENTITY_Buy and sell lease->ENTITY_Lease->CASE_10600365->OUTCOME_10600365_Not established | ENTITY_Householder->ENTITY_Civil (property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Inspection Referral->CASE_10000161->OUTCOME_10000161_Not established | ENTITY_Civil (Property)->ENTITY_Safety Box->CASE_10400400->DETAIL_Civil (Property)->CASE_10400290->OUTCOME_10400290_Not Established | ENTITY_Cai Qiu Xiuhe->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Design->CASE_10100401->OUTCOME_10100401_Not Established | ENTITY_Buyer's Power of Attorney for Negotiation->ENTITY_Civil (property)->ENTITY_Land and Buildings->ENTITY_Chen Qingji->CASE_10400529->OUTCOME_10400529_Not established,"Due to the large gap in understanding between the two parties regarding the rent amount, and Cai Qiu Xiuhe's illiteracy, many misunderstandings occurred during the signing and sales entrustment process. Chen Qingji's failure to properly handle his relationship with Cai Qiu Xiuhe worsened the problem, so the mediation was ultimately unsuccessful."
10200112,Criminal,Successful,1,2,19,Traffic Accident,"At 21:00 on August 27, 2011, [name] drove a personal passenger car owned by him [license plate] and had a car accident with [name], a pedestrian, at the intersection of Hewei Road and Yude 2nd Road, North District, Tainan City, and [name] was injured.",Pedestrian in private passenger car injured,,
10200116,Criminal,Successful,3,2,1,Traffic Accident,"At 7:40 on October 13, 2011, [Name] was riding a motorcycle owned by [Name] with [license plate]. At the entrance of Alley 492, Dawu Street, North District, Tainan City, he and [Name] were riding a motorcycle owned by [name] with [license plate] and they had a car accident. Both parties were damaged and people were injured.",Motorcycle injured,,
10200117,Criminal,Successful,2,2,135,Traffic Accident,"At 15:27 on March 27, 101, [Name] drove a minivan owned by [Company] with [license plate]. At the intersection of Zhonghua North Road Section 1 and Zhonghua North Road Section 1, Alley 78, North District, Tainan City, he had a car accident with [Name], a pedestrian who was crossing the sidewalk. [Name] was injured, but the vehicle was not damaged.",Company owned pickup truck Pedestrian injured,,
10200118,Criminal,Successful,1,2,1,Traffic Accident,"At 16:30 on January 19, 2020, [Name] drove a personal passenger car owned by [Name] with [license plate], and was involved in a car accident with [Name] driving a personal passenger car with [license plate] owned by [name] at 289 kilometers northbound on National Highway 1, North District, Tainan City. Both parties' vehicles were damaged, but no one was injured. The damage to both parties' vehicles has been settled separately. Now [name] is requesting mediation from [name] for business losses.","Self-use passenger car, vehicle damage, car accident, injury, business loss",,
10200119,Criminal,Successful,1,3,1,Traffic Accident,"At 14:00 on June 21, 2011, [Name] was driving [Name]’s private passenger car with [license plate] at the intersection of Yuxian Street and Wencheng 1st Road, North District, Tainan City, and had a car accident with pedestrian [Name]. [Name] was injured, but the car was not damaged.",Pedestrian in private passenger car injured,,
10200120,Civil,Successful,5,13,88,Traffic Accident,"At 12:16 on January 03, 2020, [Name] was riding a [license plate] heavy-duty motorcycle, traveling from north to south on the motorcycle priority lane in Jiabeili-Taiwan, Shanhua District. When he arrived at No. 1-12, Jiabei-li, Shanhua District, Tainan City, he veered off to the right and stopped on the roadside. A [license plate] large truck owned by [company] driven by [name] was involved in a car accident. Both vehicles were damaged and [name] died.","Heavy motorcycle, priority lane, big truck, death",,
10200121,Criminal,Successful,3,2,79,Traffic Accident,"At about 8:20 on July 10, 2011, [Name] was driving a personal passenger car owned by him [license plate]. At the intersection of Lixian Road Section 2 and Wenxian 2nd Street, North District, Tainan City, he and [name] were riding a motorcycle owned by [license plate] and they had a car accident. Both vehicles were damaged and [name] was injured.",Private passenger car,,
10200122,Criminal,Successful,2,2,19,Traffic Accident,"At 12:00 on October 16, 101, [Name] was driving a personal passenger car owned by him [License Plate]. At the intersection of Linsen Road and Xiaodong Road, North District, Tainan City, he and [Name] were riding a motorcycle with [License Plate] and had a car accident. Both parties' cars were damaged and [Name] was injured.","Private passenger car, motorcycle, vehicle damage, injury",,
10200123,Criminal,Unsuccessful,1,7,15,Traffic Accident,"At 10:45 on May 21, 2019, the third person [name] drove a passenger car owned by him [license plate] for his own use, on the right side of Donghe Gaogan 66, Lane 222, Section 1, Changhe Road, Tainan, riding with [name] and [surname] [Name] was involved in a car accident while riding [Name] on a motorcycle with [license plate], and [Name] was injured. ([Name], [Name], and [Name] have settled separate cases separately). We are now mediating the case where [Name] was riding [Name] and caused his injury.","Self-use passenger car, motorcycle riding, injured, mediation",,
10200125,Criminal,Successful,1,3,15,Traffic Accident,"At about 16:50 on November 8, 2011, [name] drove a private passenger car with [license plate] and was involved in a car accident with [name] driving a private passenger car with [license plate] and carrying [name] at the intersection of the electric pole 82 on the unnamed road in Shifenli, Qigu District, Tainan City.",Private passenger car equipped,,
10200126,Criminal,Successful,1,2,17,Traffic Accident,"At around 16:20 on January 24, 102, [Name], who was riding his motorcycle with [license plate], had a car accident in front of No. 292, Section 5, Changrong Road, North District, Tainan City, and [name], who was riding his motorcycle with [license plate], had a car accident, causing damage to both vehicles and injuries.",Motorcycle damage and injuries,,
10200130,Criminal,Successful,1,4,11,Traffic Accident,"At about 9:30 on December 4, 2011, [Name] was driving a personal passenger car with [License Plate]. At the intersection of Park Road and Hewei Road, North District, Tainan City, he and [Name] were riding a motorcycle with [License Plate] and had a car accident. The [License Plate] motorcycle collided with [Name], who was driving a personal passenger car with [License Plate]. There was a car accident, and three parties were injured [Name].","Private passenger car, motorcycle, collision, car accident, injury",,
10200131,Criminal,Successful,1,4,13,Traffic Accident,"At around 7:00 on October 27, 2011, [Name], riding a motorcycle with [license plate], had a car accident with [Name], riding a motorcycle with [license plate], at the intersection of Minquan Road and Zhongyi Road, Zhongxi District, Tainan City. Both vehicles were damaged and people were injured.",Motorcycle damage and injuries,,
10200133,Criminal,Unsuccessful,1,2,16,Property Damage,"At about 20:39 on October 21, 2019, [Name] saw a red frangipani potted plant placed in front of the house located at 148 Hu Zhi 6, Chenggong Road, North District, Tainan City. When no one was looking at it, he broke the branches of the potted plant and left. [Name] believed that [Name] was involved in the crime of damage.",Damage Suspect Referral Mediation,ENTITY_Damage->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Report->CASE_10200517->OUTCOME_10200517_Not Established | ENTITY_District Inspection Referral->ENTITY_Heritage->CASE_10400289->DETAIL_District Inspection Referral->CASE_10300748->OUTCOME_10300748_Not Established | ENTITY_Mediation->ENTITY_Civil (Property)->ENTITY_Damage->ENTITY_Conflict->CASE_10300597->OUTCOME_10300597_Not established,"Because the differences between the two parties regarding the amount of compensation were too large and the damage charges were still in judicial proceedings, mediation was not established."
10200135,Criminal,Successful,1,2,7,Traffic Accident,"At about 19:53 on February 6, 102, [name] was riding his motorcycle with [license plate] and had a car accident with [name] riding his motorcycle with [license plate] at the intersection of Lane 158 and Anning Street, Section 1, Haidian Road, Annan District, Tainan City. Both vehicles were damaged and people were injured.",Motorcycle damage and injuries,,
10200136,Criminal,Successful,2,3,13,Traffic Accident,"At about 17:10 on October 29, 101, [name] was riding a motorcycle with [license plate] and had a car accident with [name], a pedestrian, in front of No. 53, Lane 317, Yucheng Road, North District, Tainan City, and both parties were injured.",Motorcycle and pedestrian injured,,
10200138,Criminal,Successful,1,2,6,Sales & Lease,"It is alleged that at 11:40 on November 4, 2019, at No. 11-7, Section 3, Zhongyi Road, North District, Tainan City, chicken feet were sold at the stall of Yamu Vegetable Market for half a catty in New Taiwan dollars (below) The same) was sold to [name] for 50 yuan. When [name] returned home and weighed it, he found that it only weighed 6 taels, which was 2 taels short. His request for a refund was refused. [name] said that the chicken toes had been chopped, so the shortage was 2 taels.","Chicken feet, weighing, shortage, return, complaint, referral for mediation",ENTITY_Return->ENTITY_Civil (property)->ENTITY_Inheritance->CASE_10300350->OUTCOME_10300350_Not established | ENTITY_District Prosecutor's Referral->ENTITY_Heritage->CASE_10400400->DETAIL_Civil (Property)->CASE_10600940->OUTCOME_10600940_Not Established | ENTITY_Sale and Lease->ENTITY_Civil (Property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Inspection Referral->CASE_9900295->OUTCOME_9900295_Not Established | ENTITY_Referral for mediation->ENTITY_Injury dispute->ENTITY_Injury->CASE_10500400->OUTCOME_10500400_Not established | ENTITY_Refund->ENTITY_Civil (property)->ENTITY_Unliquidated->CASE_10400268->OUTCOME_10400268_Not established,"Since the chicken feet weighing dispute involved a criminal case, the District Attorney's Office intervened in the investigation, and the gap in understanding between the two parties regarding the shortage of chicken feet and the refund amount was too large, making it difficult for the mediation committee to coordinate, so it was concluded that this mediation was not established."
10200139,Criminal,Successful,1,3,15,Traffic Accident,"At about 16:35 on August 12, 101, [Name] drove his own passenger car with [license plate] at the intersection of Lane 85, Dongfeng Road and Lane 68, Kaiyuan Road, North District, Tainan City. He and [Name] were riding a motorcycle owned by [name] with [license plate] and had a car accident. Both parties' cars were damaged and [Name] was injured.","Self-use passenger car, driver, license plate, motorcycle, injured",,
